anopheles,Greek
sarong,Malay
turcoman,Medieval Latin,Persian
corrugator,Latin
self-murder,Middle English,Old French,Germanic
pock,Middle English,Old English
hawser,Middle English,Anglo-French
overtread,Middle English,Old English
conspirator,Anglo-French,Medieval Latin
logicality,Medieval Latin
wobble,Low German
dissimulate,Latin
hempen,Middle English
saline,Latin
grumose,Latin
stalagmite,Greek
tympanist,Latin,Greek
inquisitorial,Medieval Latin,Latin
vague,Middle French,Latin
advocacy,Medieval Latin
reflectible,Middle English,Latin
pastern,Middle English,Middle French
lenient,Latin
owler,Middle English,Old English
signification,Middle English,Old French,Latin
hover,Middle English
overseer,Middle English
self-torture,Late Latin
sunniness,Middle English
relaxative,Middle English,Latin
advertisement,Middle French
eloper,Middle English,Anglo-French
revictual,Middle English,Middle French,Old French,Late Latin
diphyodont,Greek
football,Middle English
mastiff,Middle English,Anglo-French,Old French,Latin
deduce,Latin
imprudent,Middle English,Latin
forestay,Middle English
storehouse,Middle English
baccarat,French
hermit,Middle English,Old French,Late Latin,Greek
consequence,Middle English,Anglo-French,Latin
naiad,Latin,Greek
mistakingly,Middle English,Old Norse
concent,Latin
howsoever,Middle English
temporizingly,Medieval Latin
traditionally,Medieval Latin
ambient,Middle French,Latin
defect,Latin
enchorial,Late Latin,Greek
solemnness,Middle English,Old French,Late Latin,Latin
brewer,Middle English,Old English
fulmine,Latin
copiousness,Middle English,Latin
entitative,Medieval Latin
challengeable,Middle English,Latin
yelper,Middle English,Old English
zouave,French,Arabic,Berber
triens,Latin
sometime,Middle English
anthropical,Greek
jurat,Medieval Latin
jihad,Arabic
epitome,Latin,Greek
dispersed,Middle English,Middle French,Latin
valorous,Medieval Latin
phyle,Greek
exorcist,Middle English,Late Latin,Greek
sirvente,Provençal
capsule,Latin
exportable,Latin
stolid,Latin
gadding,Old English
ketone,German
puberulent,Latin
benevolence,Middle English,Latin
hosteler,Middle English
hydraulic,Latin,Greek
apothegmatical,Greek
-hood,Middle English,Old English
prelector,Latin
revocability,Latin
fellowship,Middle English
futurism,Italian
pityriasis,Greek
paranymph,Late Latin,Greek
subastral,Middle French,Late Latin
surrogation,Latin
alvine,Latin
desirably,Middle English
evangelize,Middle English,Late Latin,Late Greek
bewail,Middle English
felly,Middle English
inexorably,Latin
skua,Faeroese
misproud,Middle English
dey,French,Turkish
destiny,Middle English,Old French,Latin
epidermic,Greek
aromatize,Middle French,Late Latin,Greek
kickable,Middle English
cell,Middle English,Old French,Medieval Latin,Old English
store,Middle English,Old French,Latin
brainsickly,Middle English,Old English
galliot,Middle English,Middle French,Medieval Latin
resuscitable,Latin
indolence,Latin
pyro-,Greek
septuple,Late Latin,Latin
inscriptive,Latin
subpellucid,Latin
peripatetic,Latin,Greek
sortable,Middle English,Medieval Latin,Latin,Middle French
beechy,Middle English,Old English,Germanic
occultation,Latin
gambol,Middle French
weasel,Middle English,Old English
elliptical,Greek
rhamphotheca,Greek
digamma,Latin,Greek
parka,Aleut,Yupik,Komi
pivot,French,Old French
speculative,Middle English,Late Latin
synecdoche,Medieval Latin,Greek
introduction,Middle English,Latin
liftable,Middle English,Old Norse
preface,Middle English,Medieval Latin,Latin,Middle French
turbulent,Latin
nigh,Middle English,Old English
disorganization,French
annex,Middle English,Medieval Latin,Old French,Latin
stainer,Middle English,Old Norse
penetrable,Latin
horribleness,Middle English,Old French,Latin
establisher,Middle English,Middle French,Latin
recite,Latin
upsilon,Late Greek
trusty,Middle English
abscess,Latin
supposition,Latin
torpid,Latin
illusory,Late Latin
devout,Middle English,Old French,Late Latin
underminer,Middle English
caltrap,Middle English,Old English
russification,French
gone,Middle English,Old English
prothonotary,Late Latin,Greek,Medieval Latin
cassareep,Carib
numerically,Latin
mooner,Middle English,Old English
bluish,Middle English
construct,Latin
infantine,Middle French
